Timestamp,Network Slice ID,Device ID,Traffic Load (bps),Traffic Type,Network Utilization (%),Latency (ms),Packet Loss Rate (%),Signal Strength (dBm),Bandwidth Utilization (%),Network Slice Failure,QoS Metric (Throughput),Overload Status,Device Type,Region,Network Failure Count,Time of Day,Weather Conditions
2025-01-01 11:00:00,3,195,0.351184328843226,3,0.742708485382622,0.113497194724939,8.31702390621523e-05,0.776768019875715,0.989278186202179,1,0.737063250715792,1,2,1,4,1,0
2025-01-01 12:00:00,3,197,0.373160406335413,3,0.228268370886224,0.721599325168017,0.168438513966835,0.535132399068909,0.396416650132353,0,0.217077776976775,0,2,3,0,2,0
2025-01-01 13:00:00,3,162,0.650277997881073,3,0.058262446114923,0.500971477870203,0.0302804671534761,0.798168072056195,0.990989695936523,1,0.522536735666549,0,0,2,0,2,1
2025-01-01 14:00:00,4,127,0.267062704213815,0,0.299922429345355,0.895331965164716,0.328148436762658,0.596009778433926,0.155724817440404,0,0.705619533061328,0,0,3,1,1,0
2025-01-01 15:00:00,1,159,0.181574460697465,0,0.474437875266179,0.921140411414168,0.908472041558204,0.314083339305444,0.253380335847208,1,0.601837913378897,0,0,2,4,0,2
2025-01-01 16:00:00,4,178,0.525722037731145,0,0.167910071703447,0.0551829792648799,0.0968413024413098,0.561230317481581,0.0887927612076815,0,0.384432309476261,1,0,3,0,0,2
2025-01-01 17:00:00,4,193,0.56593936129486,3,0.35483316967665,0.82176838832705,0.606545927526699,0.533563534808017,0.271575037487256,0,0.94007392113467,0,1,3,4,1,1
2025-01-01 18:00:00,4,136,0.320397565904862,1,0.40005418534072,0.0376986802386965,0.451556991666279,0.824193536622814,0.767936694427665,0,0.513439475228135,1,1,3,1,1,2
2025-01-01 19:00:00,3,192,0.878873941649379,2,0.0571954699796335,0.367644555377801,0.93876533652054,0.982841917940851,0.852951354141909,1,0.969866486252455,1,0,3,4,2,1
2025-01-01 20:00:00,2,121,0.156302027225541,0,0.583521579173265,0.543026667688432,0.122420715611287,0.410807959873935,0.778895378280144,1,0.563387277486464,1,2,3,2,2,1
2025-01-01 21:00:00,1,167,0.498748007941524,1,0.884792848049125,0.148260801226668,0.211972815091239,0.763989152001658,0.631020063302237,1,0.793165830521783,1,2,1,1,1,1
2025-01-01 22:00:00,2,119,0.068542391894659,2,0.151620221108546,0.74733378909625,0.029398468747962,0.0987924203787753,0.513882420125561,1,0.741744888793587,1,1,2,4,1,0
2025-01-01 23:00:00,4,195,0.0625628778233812,2,0.598033668516744,0.00831381178123469,0.433987789208516,0.777461621691236,0.708684019208124,0,0.660449756702434,1,1,2,0,0,0
2025-01-02 00:00:00,4,199,0.147184186394351,2,0.665017128802653,0.168788518731513,0.277809764745531,0.371088616987535,0.390709101884429,1,0.0133242071796073,0,0,3,3,2,0
2025-01-02 01:00:00,2,167,0.267434406744954,1,0.419420959818113,0.581578863897958,0.87016982081942,0.0382768358729777,0.841331540490835,1,0.0763668059359367,1,0,1,3,1,0
2025-01-02 02:00:00,2,190,0.213842469351234,1,0.701403904716977,0.715361642299382,0.605076251864984,0.36289856497051,0.677159495665464,0,0.581016659942529,0,0,1,1,2,1
2025-01-02 03:00:00,2,163,0.905537477408498,3,0.410811104416255,0.917907939739343,0.614230612290653,0.610880072818583,0.697780856311168,0,0.911703499033546,1,0,0,3,1,0
2025-01-02 04:00:00,4,116,0.896589907497262,1,0.504790182997994,0.706457950878516,0.532010732430263,0.118325658765499,0.535859100900425,0,0.600697231626005,0,0,0,2,1,2
2025-01-02 05:00:00,4,111,0.859483088647715,1,0.007117593895966,0.67269209805474,0.0917370428569735,0.925012786401689,0.885266567532293,0,0.235120738520206,1,2,1,1,1,2
2025-01-02 06:00:00,1,121,0.894438706920344,1,0.692019108309038,0.394855137034781,0.445076596265706,0.0766495994213656,0.251844790507229,1,0.319442515247614,0,2,0,0,1,0
2025-01-02 07:00:00,1,116,0.623191567026646,2,0.661617950377298,0.00123336910543617,0.999831903016823,0.930999134322604,0.381020031570849,0,0.622741417324354,0,0,2,0,0,2
2025-01-02 08:00:00,4,109,0.192662102367322,0,0.0381896729452577,0.120279093376184,0.835476367432247,0.707602988562225,0.777644893161751,1,0.596605208038257,1,2,1,1,1,2
2025-01-02 09:00:00,2,164,0.73723858405819,3,0.368296493164789,0.5352701022134,0.893734359041918,0.32928527524096,0.492657849976056,1,0.955676808878262,1,0,0,3,0,0
2025-01-02 10:00:00,2,121,0.480851755237221,0,0.979555206176356,0.67604753039348,0.82346761712083,0.390467763978048,0.889252902778989,0,0.528555111218946,1,0,1,3,0,1
2025-01-02 11:00:00,1,189,0.550983342384772,0,0.420823936743482,0.417995492740947,0.102933824339819,0.741354447853388,0.346260309726411,0,0.354280050705397,1,1,0,0,1,1
2025-01-02 12:00:00,4,181,0.326194567356059,1,0.502096197972239,0.731676511912542,0.227400694068044,0.601686737661224,0.369198674025763,0,0.524458476178421,0,2,1,2,2,1
2025-01-02 13:00:00,1,149,0.820235085157717,3,0.910399559759674,0.522559606774604,0.00296534360397367,0.672024469944094,0.888774522010654,0,0.786007931718119,0,2,3,3,2,0
2025-01-02 14:00:00,1,113,0.901419814638402,0,0.717580816444871,0.0742299262978275,0.303499437716071,0.388878283537071,0.46426997337525,0,0.539847660961922,1,1,2,2,1,1
2025-01-02 15:00:00,3,163,0.555529464659324,0,0.58228349600774,0.192239385166357,0.108502231367573,0.487760390632687,0.516041199081094,1,0.325283547419353,1,2,0,3,1,1
2025-01-02 16:00:00,3,146,0.785979469556004,3,0.798186520455374,0.841152877801732,0.472864722282061,0.991001431148516,0.332620236433979,0,0.337866877353162,0,1,3,1,1,2
2025-01-02 17:00:00,3,128,0.840015446799797,1,0.864800085709018,0.725901957591007,0.677297921480969,0.213222202290808,0.276508079382816,1,0.756551053549712,1,2,1,4,2,1
2025-01-02 18:00:00,2,175,0.285883761718645,0,0.457003677818857,0.895995368391537,0.874771411618926,0.417637690853903,0.655911150981679,0,0.0653729763639657,0,0,3,0,2,0
2025-01-02 19:00:00,4,135,0.768404839700501,2,0.475238199841759,0.11767334318686,0.749422545215256,0.29130670405119,0.119627400295559,1,0.273925749520371,1,1,2,1,1,1
2025-01-02 20:00:00,4,198,0.350956188068126,0,0.386111222675811,0.991593147348404,0.938882776837686,0.765714052672953,0.879308272401754,1,0.152064453489206,1,0,0,3,2,2
2025-01-02 21:00:00,4,151,0.755123707944195,2,0.967219879856594,0.20965484818078,0.05376659784735,0.764612569735494,0.779205971701675,1,0.944636521177784,0,0,0,0,0,2
2025-01-02 22:00:00,4,175,0.0132555354742212,1,0.697469501535302,0.011743907825254,0.0120279188382916,0.291930448755346,0.190558241365454,0,0.0890468617090582,0,2,1,4,2,2
2025-01-02 23:00:00,3,106,0.981760979692132,0,0.0830468649536815,0.998803902882466,0.661500892461329,0.0803762932574563,0.693994863245286,0,0.757924462429104,1,1,2,4,2,2
2025-01-03 00:00:00,2,128,0.574155767843947,3,0.863392344072005,0.28142504635294,0.289334859765011,0.0102532479884231,0.602577887976903,0,0.630015685242668,0,0,3,3,1,1
2025-01-03 01:00:00,2,110,0.729876870754355,3,0.480694033061749,0.66892687530593,0.253466085816627,0.427254722099888,0.184342992108742,1,0.632397323140781,1,0,1,0,0,2
2025-01-03 02:00:00,3,132,0.891093384140098,0,0.0685664057236521,0.176883404745535,0.330889672177772,0.410101321980694,0.273040507181409,1,0.763180073577349,0,1,0,3,1,2
2025-01-03 03:00:00,2,105,0.247665173921172,1,0.549905354618152,0.581009749275162,0.269769027019523,0.98952033215384,0.408868005710163,0,0.399806792849098,1,2,3,4,2,2
2025-01-03 04:00:00,3,178,0.48651075934153,1,0.417248863436404,0.905281698432511,0.511526516442135,0.469706399006998,0.699219364357255,0,0.400062487101389,1,0,1,1,0,1
2025-01-03 05:00:00,4,131,0.459181720248217,3,0.878193675450175,0.320588547846879,0.440203998799342,0.255818176184243,0.638680203625376,1,0.287892715277422,1,2,3,1,1,0
2025-01-03 06:00:00,3,150,0.404805201164519,0,0.203912716834731,0.671164611124879,0.512519142483567,0.892130171928419,0.532156742453027,1,0.597301599988114,0,1,3,2,2,2
2025-01-03 07:00:00,4,174,0.312539507304956,1,0.826868830090325,0.188120810751259,0.672881904673652,0.491022553224481,0.768409840939571,0,0.929748595069658,0,2,1,4,0,2
2025-01-03 08:00:00,4,157,0.777051931517703,3,0.557883015797788,0.625640683848014,0.387160358816264,0.599385844674764,0.757933605127105,0,0.923919673122332,0,1,3,4,1,2
2025-01-03 09:00:00,1,186,0.375560892442196,2,0.0544117573080649,0.336881120350339,0.251271693583655,0.0946884463694441,0.617809110923417,0,0.702636369481272,0,2,3,3,0,1
2025-01-03 10:00:00,3,125,0.265758406709342,0,0.972363054504305,0.211458982667869,0.166123285497131,0.382615301314043,0.786995470376596,1,0.90610124622681,1,2,2,2,2,1
2025-01-03 11:00:00,1,197,0.814458115579455,2,0.512774369373018,0.313579369391957,0.349485714530616,0.945249703015472,0.334120387368445,1,0.96350194873613,0,0,2,2,1,2
2025-01-03 12:00:00,3,145,0.877240231123298,2,0.290862816674066,0.179045262440543,0.742008262859081,0.58969272964857,0.881285807436621,0,0.794889357972468,0,2,0,0,2,0
2025-01-03 13:00:00,3,197,0.935664301421817,1,0.469532224391731,0.903159773776507,0.756913920101641,0.344109923151904,0.61485907615012,0,0.407160816237747,0,0,2,3,0,2
2025-01-03 14:00:00,1,128,0.295017182895451,1,0.858286520081389,0.397704967955669,0.667070864179724,0.625940025745566,0.82238049391657,0,0.482641405473741,1,1,1,1,2,0
2025-01-03 15:00:00,1,103,0.764202597911343,1,0.30490004040486,0.245579008616575,0.23398380508636,0.911357172869637,0.546205602361674,0,0.931201975825193,0,1,3,0,0,0
2025-01-03 16:00:00,3,180,0.486354955885364,0,0.192585670950533,0.448999556434687,0.588213513862053,0.273431954227226,0.218257297625246,0,0.669644893005446,0,0,0,2,1,1
2025-01-03 17:00:00,2,198,0.661858646201511,2,0.128930850034079,0.320944057561894,0.570808496168487,0.505104538441359,0.542335358250687,1,0.820508567706605,1,2,2,1,2,1
2025-01-03 18:00:00,4,112,0.0561526784839878,0,0.297850813731894,0.745436506776992,0.484343136833569,0.959750887655257,0.370980752841014,0,0.115097334068474,1,1,3,4,1,1
2025-01-03 19:00:00,1,138,0.126289830040686,1,0.780416059443782,0.972563206991619,0.550087780973922,0.171597290800916,0.697475093677559,1,0.192976491910031,1,1,1,3,1,0
2025-01-03 20:00:00,4,114,0.275588491911574,2,0.471753480896664,0.438610458485593,0.491871218999445,0.720159013207495,0.475697188799765,1,0.343360767973628,1,1,3,2,1,0
2025-01-03 21:00:00,2,128,0.429354261447102,0,0.227418058692459,0.862218294098758,0.565572663698959,0.614727405136317,0.836134291156197,1,0.1873090534549,1,0,1,4,1,0
2025-01-03 22:00:00,2,128,0.470097978116291,0,0.166073586067388,0.566623639262967,0.715694992419452,0.680075670695231,0.678042203210001,1,0.90638086937367,1,1,3,2,2,1
2025-01-03 23:00:00,2,174,0.9643610722839,3,0.332748123046986,0.157408799716667,0.109523518278202,0.350843581941973,0.684516244994551,1,0.215992747856467,1,1,0,1,2,1
2025-01-04 00:00:00,1,131,0.978322174838187,0,0.940417197957931,0.691562658717632,0.749831330345858,0.313415038807509,0.216973965672589,1,0.556687414706153,0,1,0,0,1,1
2025-01-04 01:00:00,2,101,0.324580888702914,1,0.343053400578155,0.51411969300647,0.135794203182575,0.684620931443679,0.984319802391704,1,0.0844009936596098,1,1,2,1,1,2
2025-01-04 02:00:00,1,146,0.456511916738633,0,0.98865454176586,0.651488913716154,0.0665024768983142,0.214846448145194,0.841698518494766,1,0.153990979964254,1,0,2,3,0,0
2025-01-04 03:00:00,2,177,0.0316269887198297,2,0.485368195350101,0.890913498887559,0.976395043449402,0.419440501636918,0.789010931873394,0,0.246553350680024,1,0,3,3,1,0
2025-01-04 04:00:00,4,183,0.919804622465968,0,0.179062640413768,0.441014823929264,0.957297872767976,0.18741309967539,0.330070911028816,0,0.982899381218075,1,2,3,2,0,2
2025-01-04 05:00:00,4,121,0.0605774966390968,3,0.891594819610456,0.902420227531601,0.0603080219714266,0.00711801709854809,0.535554660875614,0,0.7968504831069,1,1,2,1,0,0
2025-01-04 06:00:00,3,174,0.659863249080759,2,0.46047368694652,0.751695251722308,0.443310498271363,0.971144468809541,0.136895584363378,0,0.67319606145697,0,0,2,0,1,0
2025-01-04 07:00:00,4,126,0.567072274997551,2,0.709984356386386,0.489254427476816,0.186177403997422,0.431517221841625,0.538399916875646,0,0.916189347600147,0,2,3,3,2,2
2025-01-04 08:00:00,3,166,0.93200514596558,3,0.984238603159153,0.604036407680994,0.485422358783748,0.970435049823209,0.145684522271474,1,0.956183154745781,0,2,3,0,0,0
2025-01-04 09:00:00,4,180,0.0671323706163584,1,0.0499733410134755,0.325996275772897,0.830421870483225,0.139448835921711,0.552966556636602,1,0.452954368044321,0,1,3,4,2,1
2025-01-04 10:00:00,1,155,0.750678857916151,2,0.0965288788671518,0.984958388223843,0.950914785783696,0.587549068491151,0.648681951812604,1,0.326922377891974,0,2,0,2,1,2
2025-01-04 11:00:00,4,191,0.443432216593513,1,0.720778177017865,0.668257625129939,0.634402301743501,0.200242748819792,0.390071310909146,1,0.314533655526971,0,0,1,0,1,0
2025-01-04 12:00:00,3,192,0.634318159560545,2,0.281803896848795,0.0438569826035376,0.353919410509913,0.790735689902096,0.498455731724426,1,0.0346175571484212,0,2,1,2,1,1
2025-01-04 13:00:00,3,120,0.790269629009713,2,0.184204131100369,0.327038545187735,0.603460221281442,0.784349488011558,0.875687832737264,0,0.278814328130822,1,2,2,4,1,0
2025-01-04 14:00:00,2,146,0.200629223386543,1,0.0391514259172085,0.624157589895457,0.311994735252237,0.111666933610848,0.108346187419818,0,0.354311172602221,1,0,0,0,0,2
2025-01-04 15:00:00,1,179,0.349552844080804,2,0.0216225799110152,0.0563613580342112,0.910106878836732,0.913014445320165,0.791739834376286,1,0.035788674646231,1,2,3,0,0,1
2025-01-04 16:00:00,4,158,0.499512557758566,1,0.774849231596241,0.0238656236750175,0.870664589769955,0.19388336279645,0.170557976015764,0,0.882492468502042,1,2,3,4,2,0
2025-01-04 17:00:00,2,183,0.65379693022676,3,0.134297217976436,0.450618278634849,0.558344545596967,0.613220183307855,0.0364674760678211,0,0.847703390688831,1,2,2,1,2,2
2025-01-04 18:00:00,4,105,0.204446408062606,1,0.467844681544071,0.333115542709545,0.324798548475304,0.986757556803863,0.185382884814756,0,0.25064395631212,1,2,2,0,0,0
2025-01-04 19:00:00,4,118,0.751617017298635,3,0.606128787107,0.438875790707578,0.293374082287942,0.883276381459897,0.765041384196435,0,0.802352109932059,0,1,0,0,1,0
2025-01-04 20:00:00,2,156,0.420805103230918,2,0.428445121734414,0.263018047397849,0.033276373839086,0.957619133952336,0.405006310114907,0,0.795997600084962,1,1,1,3,2,1
2025-01-04 21:00:00,2,168,0.587375691099616,1,0.0268866279220751,0.164901637592389,0.816058518900094,0.34220233964491,0.872553935157338,1,0.334254328691539,1,0,1,1,0,0
2025-01-04 22:00:00,2,102,0.827185032184542,2,0.783872171877832,0.690081146894898,0.450443726164916,0.104618801751137,0.524626968996557,0,0.69673678342723,1,2,3,0,2,2
2025-01-04 23:00:00,2,100,0.904907586292857,1,0.0102802417720491,0.515257946119636,0.325132723416112,0.187585734119758,0.0220051069173987,0,0.28904613033878,0,0,2,4,0,2
2025-01-05 00:00:00,2,157,0.489813792612245,3,0.762243686449244,0.200389044346834,0.471180916107907,0.500471787375587,0.716695964531281,1,0.0692054518598473,0,1,0,2,1,1
2025-01-05 01:00:00,4,137,0.613778812510572,3,0.893760911858025,0.319995956008251,0.818977072483466,0.793898702083286,0.110016498678406,1,0.504239726111935,0,2,3,4,0,1
2025-01-05 02:00:00,2,114,0.303299249472494,1,0.432936747144164,0.592605770918492,0.124516796415315,0.149302202327629,0.789385803592967,1,0.437690506593771,1,2,1,1,2,0
2025-01-05 03:00:00,1,133,0.267020414704285,3,0.535719502997473,0.0722802802439381,0.85791393671298,0.660084917893033,0.167905105671052,1,0.137162215712974,1,1,1,3,0,2
2025-01-05 04:00:00,3,160,0.865784225567792,2,0.477114691798584,0.147612080622253,0.897786103212586,0.323136199508062,0.345307063459231,1,0.489978422609804,1,2,0,3,2,1
2025-01-05 05:00:00,2,134,0.195673560598641,2,0.389271371586268,0.0732979970191868,0.947009033584116,0.340802338514864,0.761268387713306,1,0.949342179229128,0,2,3,3,2,0
2025-01-05 06:00:00,2,163,0.0994793938800402,0,0.88787636158666,0.813432194015,0.397522863308789,0.66227628475727,0.954291555292583,1,0.731102390930935,0,1,0,4,2,0
2025-01-05 07:00:00,4,124,0.833048806545525,3,0.894390419959937,0.753437972341648,0.217087847060876,0.466897116343888,0.371303145335856,1,0.738590378079388,1,0,3,2,1,2
2025-01-05 08:00:00,2,123,0.993245920175212,2,0.335837421830968,0.754342970140266,0.373664128857512,0.812746775421127,0.829419506478271,0,0.757290901280336,0,0,1,2,1,2
2025-01-05 09:00:00,2,111,0.584902867673899,1,0.615308889392913,0.717302209437319,0.332915662387331,0.155080698045567,0.190602257556412,1,0.744358673183031,1,2,2,0,0,0
2025-01-05 10:00:00,2,117,0.102220421826728,3,0.927390221960947,0.670294810144325,0.176081486331265,0.790609535133667,0.807191774061926,1,0.0187712159800132,0,1,2,2,0,2
2025-01-05 11:00:00,4,114,0.0960951202357529,2,0.962568609283168,0.477624722445095,0.607403236284203,0.0631806638595531,0.657457005864352,0,0.924628244457625,0,0,1,2,2,0
2025-01-05 12:00:00,2,179,0.908830494742746,3,0.509115310441735,0.643148581359281,0.476697394569592,0.193306234516305,0.192554138783215,1,0.829963513358773,0,0,2,0,1,0
2025-01-05 13:00:00,3,126,0.0573256559325504,1,0.452937238227032,0.0383637993877055,0.8659628408058,0.656494631415361,0.30235056426793,1,0.273749673277737,1,2,2,4,0,2
2025-01-05 14:00:00,4,171,0.620143383694945,2,0.278670764624753,0.62230491927011,0.0319673253305897,0.855740552055761,0.131561537304743,1,0.552241966370792,0,0,3,4,0,1
2025-01-05 15:00:00,3,159,0.697685650946839,0,0.959379494991,0.778943057414259,0.644022237084172,0.252070594602487,0.382839985541367,1,0.614577852655493,1,1,0,1,1,0
2025-01-05 16:00:00,4,145,0.845079059125185,0,0.142684639983302,0.501024758384671,0.763160915416694,0.326758746112302,0.20346284668854,0,0.130947005851908,1,0,3,4,2,2
2025-01-05 17:00:00,2,188,0.0535852601027412,3,0.58004119120783,0.357974376493109,0.75969692765511,0.537184237425511,0.643956477091959,0,0.2531093185981,1,1,0,3,0,0
2025-01-05 18:00:00,3,116,0.847408320794864,1,0.282529727454732,0.277772652669302,0.886345691870442,0.210866581874226,0.994578501154415,1,0.0221241672265702,0,1,0,3,2,0
2025-01-05 19:00:00,4,192,0.123863747651819,2,0.278984984237011,0.643673221138727,0.729229338550904,0.811867670361294,0.0117605616789744,0,0.863817364829191,0,2,2,1,1,0
2025-01-05 20:00:00,1,152,0.464368862456708,1,0.40504364781879,0.693744246953057,0.928102019005635,0.774259343758031,0.540844554431114,0,0.0237807539315683,0,0,0,2,1,2
2025-01-05 21:00:00,2,107,0.692551927066176,2,0.99933173329168,0.872166775110832,0.332660042118744,0.144428774733224,0.573602070961228,0,0.317918155075402,1,2,0,1,0,2
2025-01-05 22:00:00,4,178,0.158099331380596,3,0.0547680389493998,0.342773309276793,0.503295538659582,0.463719934332551,0.914255870699418,0,0.077185112734444,0,0,1,0,0,2
2025-01-05 23:00:00,1,126,0.55805459353104,2,0.578752427711033,0.770826007174296,0.0139286676922284,0.775453281651745,0.505918633213003,0,0.781174178169607,0,2,0,1,1,1
2025-01-06 00:00:00,4,145,0.373854844597181,1,0.0823954484652105,0.56210991039984,0.00680313911374313,0.336920641129866,0.543627072418583,0,0.924920426163176,1,2,1,1,2,0
2025-01-06 01:00:00,1,149,0.231937927903063,1,0.154400307513115,0.884052728304507,0.240085206600044,0.633397257851797,0.471554841245792,1,0.562325965073653,1,2,3,3,2,1
2025-01-06 02:00:00,2,170,0.285384077777085,3,0.439665018088667,0.528517973019074,0.100698244821707,0.0491253838518148,0.268739896693719,1,0.138577786714332,1,0,2,0,1,0
2025-01-06 03:00:00,3,102,0.581468514347272,1,0.510617573617576,0.518321055366922,0.260179690652236,0.608921462482197,0.0557949587299744,0,0.55766571155833,0,2,0,0,0,2
2025-01-06 04:00:00,1,192,0.0671045485706146,2,0.258753315004253,0.57865491813854,0.176971299506288,0.151807447483376,0.408539076419832,0,0.770096436630285,0,1,1,1,1,0
2025-01-06 05:00:00,4,163,0.790455480275282,3,0.316463069799231,0.750339646601406,0.0283760295631133,0.831340666533094,0.0523561700794692,0,0.718110137946827,1,0,3,0,0,0
2025-01-06 06:00:00,2,143,0.345723417704614,2,0.086793742778831,0.966024387408281,0.909587132573211,0.355083415718507,0.550420347904517,1,0.741440432713006,0,1,3,0,2,0
2025-01-06 07:00:00,1,152,0.965610838578716,1,0.303215385287859,0.0736162039160345,0.00806929670250072,0.281013098785973,0.307141816905689,1,0.278349529204908,1,2,3,4,0,1
2025-01-06 08:00:00,4,123,0.70269473206257,3,0.967072063874374,0.0534585155730865,0.736281156941896,0.841670684439227,0.533524744497062,1,0.0726708224025233,0,2,1,0,2,2
2025-01-06 09:00:00,4,159,0.187646343960612,2,0.945203941954133,0.938845230095711,0.152063823245399,0.0490561220923337,0.134088440986427,1,0.147985694921664,1,1,1,2,1,2
2025-01-06 10:00:00,4,102,0.196227775749859,1,0.334898614753076,0.530584456695028,0.912514026361935,0.396340067113977,0.932683084022699,1,0.955480151987233,0,2,2,0,0,0
2025-01-06 11:00:00,1,119,0.153370696485964,1,0.571058542065522,0.615734078687563,0.89307092300383,0.369671903845182,0.894561872269971,1,0.613084149509257,1,0,0,3,2,2
2025-01-06 12:00:00,1,145,0.504038648160183,0,0.910064531280262,0.483064217098477,0.65406031974421,0.284267286241496,0.189806240485649,0,0.727604727703535,1,1,3,4,0,1
2025-01-06 13:00:00,1,114,0.849516118980422,1,0.00594745889845205,0.093739189009158,0.672402210543146,0.912703591206697,0.343304304788596,1,0.898971664954277,1,0,2,3,2,1
2025-01-06 14:00:00,3,124,0.376673774271952,2,0.81107546700139,0.769140658876804,0.00518390919955306,0.75149740170225,0.613441297696725,1,0.852607000212533,0,0,1,3,2,2
2025-01-06 15:00:00,1,193,0.473077162774547,3,0.948868972980868,0.748245931002552,0.985191185418326,0.0628678421142909,0.0954650297994197,1,0.217505833709163,0,0,2,2,1,1
2025-01-06 16:00:00,1,177,0.12550079682339,0,0.0911558607201417,0.312098514402293,0.878100333150092,0.715170770845877,0.354431488183766,0,0.0569748471416529,0,2,3,4,1,1
2025-01-06 17:00:00,1,170,0.342433739015856,1,0.161332572966028,0.306626583138046,0.895382329111217,0.527339400396678,0.250942047883731,1,0.925066025540403,1,2,3,1,0,2
2025-01-06 18:00:00,3,116,0.981870042111448,1,0.961255388375872,0.83899293484842,0.659406300763918,0.901791414108326,0.915564238392745,0,0.981672826910129,1,1,2,0,2,2
2025-01-06 19:00:00,1,183,0.827796004309078,1,0.537718733586882,0.0724083735917827,0.344796251423187,0.312479074932941,0.852537496661507,0,0.566859881869036,1,1,3,2,1,0
2025-01-06 20:00:00,4,199,0.545219727388467,2,0.0139665281985081,0.882318897054767,0.893924045876015,0.574313067740392,0.579770235540394,1,0.888296407507198,1,0,1,2,0,0
2025-01-06 21:00:00,1,108,0.993214759483979,0,0.257591999201101,0.256977756529296,0.291500426996465,0.5007327826722,0.520264335366429,1,0.230935860630906,1,2,3,1,1,1
2025-01-06 22:00:00,4,137,0.422537860239848,2,0.45005385724126,0.593784302802334,0.562826510347733,0.489511946599656,0.930778288765128,1,0.110016014714491,1,2,0,2,0,2
2025-01-06 23:00:00,4,147,0.790361998201583,0,0.693208833569846,0.937286834601312,0.0996214983004599,0.455977338901817,0.932480834999781,0,0.499252952812941,1,2,0,1,1,1
2025-01-07 00:00:00,4,159,0.816140792906046,3,0.733491734381083,0.679044448184476,0.92224474941317,0.204909198720911,0.969395271563001,1,0.810986804862379,1,1,3,1,1,2
2025-01-07 01:00:00,3,162,0.298511631840884,2,0.99595767754607,0.414972682043284,0.140680878612662,0.756290235951721,0.125167437932096,0,0.654272324812232,1,2,2,1,2,1
2025-01-07 02:00:00,3,185,0.276357493255936,2,0.287494533475286,0.690472560697529,0.224848008857255,0.451196695605953,0.160357893953747,0,0.636918418603179,0,0,3,2,2,1
2025-01-07 03:00:00,3,101,0.665045939761932,3,0.538399222816834,0.344421228733354,0.558246906135361,0.959576096450935,0.676705951775043,1,0.0163258069557008,1,0,0,1,1,1
2025-01-07 04:00:00,1,187,0.217567284835427,0,0.533498844927323,0.277604092247715,0.764305591758829,0.260218613494708,0.541359386426861,1,0.31671379026804,0,0,1,2,2,0
2025-01-07 05:00:00,4,171,0.618540833860097,1,0.405720848325393,0.998063178447912,0.619493730439023,0.683151634724755,0.0182194195884326,1,0.939450562990562,1,2,0,4,1,2
2025-01-07 06:00:00,3,110,0.0246770416930048,3,0.16905280505502,0.751816642878388,0.232088624289997,0.941734817315066,0.0617428101512076,0,0.133278263577217,0,0,3,1,0,1
2025-01-07 07:00:00,3,163,0.868599816597074,1,0.977978698382253,0.645593905515805,0.000785678641640907,0.66382052013735,0.888118900082957,1,0.726069257516378,1,0,3,2,1,0
